Balkrishna Industries Ltd.,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026,BALKRISIND.NS,
Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028,BALRAMCHIN.NS,
Bandhan Bank Ltd.,Financial Services,BANDHANBNK,EQ,INE545U01014,BANDHANBNK.NS,
Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039,BANKBARODA.NS,
Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016,BANKINDIA.NS,
Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014,MAHABANK.NS,
Bata India Ltd.,Consumer Durables,BATAINDIA,EQ,INE176A01028,BATAINDIA.NS,
Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022,BAYERCROP.NS,
Berger Paints India Ltd.,Consumer Durables,BERGEPAINT,EQ,INE463A01038,BERGEPAINT.NS,
Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01018,BDL.NS,
Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,BEL.NS,
Bharat Forge Ltd.,Capital Goods,BHARATFORG,EQ,INE465A01025,BHARATFORG.NS,
Bharat Heavy Electricals Ltd.,Capital Goods,BHEL,EQ,INE257A01026,BHEL.NS,
Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011,BPCL.NS,
Bharti Airtel Ltd.,Telecommunication,BHARTIARTL,EQ,INE397D01024,BHARTIARTL.NS,
Bikaji Foods International Ltd.,Fast Moving Consumer Goods,BIKAJI,EQ,INE00E101023,BIKAJI.NS,
Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013,BIOCON.NS,
Birla Corporation Ltd.,Construction Materials,BIRLACORPN,EQ,INE340A01012,BIRLACORPN.NS,
Birlasoft Ltd.,Information Technology,BSOFT,EQ,INE836A01035,BSOFT.NS,
Blue Dart Express Ltd.,Services,BLUEDART,EQ,INE233B01017,BLUEDART.NS,
Blue Star Ltd.,Consumer Durables,BLUESTARCO,EQ,INE472A01039,BLUESTARCO.NS,
Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,BBTC,EQ,INE050A01025,BBTC.NS,
Borosil Renewables Ltd.,Capital Goods,BORORENEW,EQ,INE666D01022,BORORENEW.NS,
Bosch Ltd.,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026,BOSCHLTD.NS,
Brigade Enterprises Ltd.,Realty,BRIGADE,EQ,INE791I01019,BRIGADE.NS,
Brightcom Group Ltd.,Information Technology,BCG,EQ,INE425B01027,BCG.NS,
Britannia Industries Ltd.,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030,BRITANNIA.NS,
C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023,MAPMYINDIA.NS,
CCL Products (I) Ltd.,Fast Moving Consumer Goods,CCL,EQ,INE421D01022,CCL.NS,
CESC Ltd.,Power,CESC,EQ,INE486A01021,CESC.NS,
CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029,CGPOWER.NS,
CIE Automotive India Ltd.,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010,CIEINDIA.NS,
CRISIL Ltd.,Financial Services,CRISIL,EQ,INE007A01025,CRISIL.NS,
CSB Bank Ltd.,Financial Services,CSBBANK,EQ,INE679A01013,CSBBANK.NS,
Campus Activewear Ltd.,Consumer Durables,CAMPUS,EQ,INE278Y01022,CAMPUS.NS,
Can Fin Homes Ltd.,Financial Services,CANFINHOME,EQ,INE477A01020,CANFINHOME.NS,
Canara Bank,Financial Services,CANBK,EQ,INE476A01014,CANBK.NS,
Capri Global Capital Ltd.,Financial Services,CGCL,EQ,INE180C01026,CGCL.NS,
Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034,CARBORUNIV.NS,
Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027,CASTROLIND.NS,
Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,CEATLTD.NS,
Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010,CENTRALBK.NS,
Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011,CDSL.NS,
Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY,EQ,INE348B01021,CENTURYPLY.NS,
Century Textile & Industries Ltd.,Forest Materials,CENTURYTEX,EQ,INE055A01016,CENTURYTEX.NS,
Cera Sanitaryware Ltd,Consumer Durables,CERA,EQ,INE739E01017,CERA.NS,
Chalet Hotels Ltd.,Consumer Services,CHALET,EQ,INE427F01016,CHALET.NS,
Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013,CHAMBLFERT.NS,
Chemplast Sanmar Ltd.,Chemicals,CHEMPLASTS,EQ,INE488A01050,CHEMPLASTS.NS,
Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG,EQ,INE149A01033,CHOLAHLDNG.NS,
Cholamandalam Investment and Finance Company Ltd.,Financial Services,CHOLAFIN,EQ,INE121A01024,CHOLAFIN.NS,
Cipla Ltd.,Healthcare,CIPLA,EQ,INE059A01026,CIPLA.NS,
City Union Bank Ltd.,Financial Services,CUB,EQ,INE491A01021,CUB.NS,
Clean Science and Technology Ltd.,Chemicals,CLEAN,EQ,INE227W01023,CLEAN.NS,
Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014,COALINDIA.NS,
Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,EQ,INE704P01017,COCHINSHIP.NS,
Coforge Ltd.,Information Technology,COFORGE,EQ,INE591G01017,COFORGE.NS,
Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022,COLPAL.NS,
Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01012,CAMS.NS,
Concord Biotech Ltd.,Healthcare,CONCORDBIO,EQ,INE338H01029,CONCORDBIO.NS,
Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025,CONCOR.NS,
Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031,COROMANDEL.NS,
Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017,CRAFTSMAN.NS,
CreditAccess Grameen Ltd.,Financial Services,CREDITACC,EQ,INE741K01010,CREDITACC.NS,
Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,CROMPTON,EQ,INE299U01018,CROMPTON.NS,
Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020,CUMMINSIND.NS,
Cyient Ltd.,Information Technology,CYIENT,EQ,INE136B01020,CYIENT.NS,
DCM Shriram Ltd.,Diversified,DCMSHRIRAM,EQ,INE499A01024,DCMSHRIRAM.NS,
DLF Ltd.,Realty,DLF,EQ,INE271C01023,DLF.NS,
Dabur India Ltd.,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026,DABUR.NS,
Dalmia Bharat Ltd.,Construction Materials,DALBHARAT,EQ,INE00R701025,DALBHARAT.NS,
Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS,EQ,INE0IX101010,DATAPATTNS.NS,
Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,DEEPAKFERT,EQ,INE501A01019,DEEPAKFERT.NS,
Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR,EQ,INE288B01029,DEEPAKNTR.NS,
Delhivery Ltd.,Services,DELHIVERY,EQ,INE148O01028,DELHIVERY.NS,
Delta Corp Ltd.,Consumer Services,DELTACORP,EQ,INE124G01033,DELTACORP.NS,
Devyani International Ltd.,Consumer Services,DEVYANI,EQ,INE872J01023,DEVYANI.NS,
Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,DIVISLAB.NS,
Dixon Technologies (India) Ltd.,Consumer Durables,DIXON,EQ,INE935N01020,DIXON.NS,
Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024,LALPATHLAB.NS,
Dr. Reddy's Laboratories Ltd.,Healthcare,DRREDDY,EQ,INE089A01023,DRREDDY.NS,
E.I.D. Parry (India) Ltd.,Chemicals,EIDPARRY,EQ,INE126A01031,EIDPARRY.NS,
EIH Ltd.,Consumer Services,EIHOTEL,EQ,INE230A01023,EIHOTEL.NS,
EPL Ltd.,Capital Goods,EPL,EQ,INE255A01020,EPL.NS,
Easy Trip Planners Ltd.,Consumer Services,EASEMYTRIP,EQ,INE07O001026,EASEMYTRIP.NS,
Eicher Motors Ltd.,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021,EICHERMOT.NS,
Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP,EQ,INE285A01027,ELGIEQUIP.NS,
Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032,EMAMILTD.NS,
Endurance Technologies Ltd.,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037,ENDURANCE.NS,
Engineers India Ltd.,Construction,ENGINERSIN,EQ,INE510A01028,ENGINERSIN.NS,
Epigral Ltd.,Chemicals,EPIGRAL,EQ,INE071N01016,EPIGRAL.NS,
Equitas Small Finance Bank Ltd.,Financial Services,EQUITASBNK,EQ,INE063P01018,EQUITASBNK.NS,
Eris Lifesciences Ltd.,Healthcare,ERIS,EQ,INE406M01024,ERIS.NS,
Escorts Kubota Ltd.,Capital Goods,ESCORTS,EQ,INE042A01014,ESCORTS.NS,
Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020,EXIDEIND.NS,
FDC Ltd.,Healthcare,FDC,EQ,INE258B01022,FDC.NS,
FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA,EQ,INE388Y01029,NYKAA.NS,
Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029,FEDERALBNK.NS,
Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015,FACT.NS,
Fine Organic Industries Ltd.,Chemicals,FINEORG,EQ,INE686Y01026,FINEORG.NS,
Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022,FINCABLES.NS,
Finolex Industries Ltd.,Capital Goods,FINPIPE,EQ,INE183A01024,FINPIPE.NS,
Firstsource Solutions Ltd.,Services,FSL,EQ,INE684F01012,FSL.NS,
Five-Star Business Finance Ltd.,Financial Services,FIVESTAR,EQ,INE128S01021,FIVESTAR.NS,
Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013,FORTIS.NS,
G R Infraprojects Ltd.,Construction,GRINFRA,EQ,INE201P01022,GRINFRA.NS,
GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019,GAIL.NS,
GMM Pfaudler Ltd.,Capital Goods,GMMPFAUDLR,EQ,INE541A01023,GMMPFAUDLR.NS,
GMR Airports Infrastructure Ltd.,Services,GMRINFRA,EQ,INE776C01039,GMRINFRA.NS,
Galaxy Surfactants Ltd.,Chemicals,GALAXYSURF,EQ,INE600K01018,GALAXYSURF.NS,
General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014,GICRE.NS,
Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010,GILLETTE.NS,
Gland Pharma Ltd.,Healthcare,GLAND,EQ,INE068V01023,GLAND.NS,
Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016,GLAXO.NS,
Glenmark Life Sciences Ltd.,Healthcare,GLS,EQ,INE03Q201024,GLS.NS,
Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035,GLENMARK.NS,
Global Health Ltd.,Healthcare,MEDANTA,EQ,INE474Q01031,MEDANTA.NS,
Go Fashion (India) Ltd.,Consumer Services,GOCOLORS,EQ,INE0BJS01011,GOCOLORS.NS,
Godawari Power & Ispat Ltd.,Capital Goods,GPIL,EQ,INE177H01021,GPIL.NS,
Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028,GODFRYPHLP.NS,
Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028,GODREJCP.NS,
Godrej Industries Ltd.,Diversified,GODREJIND,EQ,INE233A01035,GODREJIND.NS,
Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027,GODREJPROP.NS,
Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020,GRANULES.NS,
Graphite India Ltd.,Capital Goods,GRAPHITE,EQ,INE371A01025,GRAPHITE.NS,
Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021,GRASIM.NS,
Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032,GESHIP.NS,
Grindwell Norton Ltd.,Capital Goods,GRINDWELL,EQ,INE536A01023,GRINDWELL.NS,
Gujarat Alkalies & Chemicals Ltd.,Chemicals,GUJALKALI,EQ,INE186A01019,GUJALKALI.NS,
Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030,GAEL.NS,
Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011,FLUOROCHEM.NS,
Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030,GUJGASLTD.NS,
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013,GNFC.NS,
Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014,GPPL.NS,
Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC,EQ,INE026A01025,GSFC.NS,
Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL,EQ,INE246F01010,GSPL.NS,
H.E.G. Ltd.,Capital Goods,HEG,EQ,INE545A01016,HEG.NS,
HCL Technologies Ltd.,Information Technology,HCLTECH,EQ,INE860A01027,HCLTECH.NS,
HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025,HDFCAMC.NS,
HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034,HDFCBANK.NS,
HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE,EQ,INE795G01014,HDFCLIFE.NS,
HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028,HFCL.NS,
HLE Glascoat Ltd.,Capital Goods,HLEGLAS,EQ,INE461D01028,HLEGLAS.NS,
Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012,HAPPSTMNDS.NS,
Havells India Ltd.,Consumer Durables,HAVELLS,EQ,INE176B01034,HAVELLS.NS,
Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026,HEROMOTOCO.NS,
Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020,HINDALCO.NS,
Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020,HAL.NS,
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026,HINDCOPPER.NS,
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015,HINDPETRO.NS,
Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027,HINDUNILVR.NS,
Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,HINDZINC.NS,
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011,POWERINDIA.NS,
Home First Finance Company India Ltd.,Financial Services,HOMEFIRST,EQ,INE481N01025,HOMEFIRST.NS,
Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010,HONAUT.NS,
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,HUDCO.NS,
ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,ICICIBANK.NS,
ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,EQ,INE765G01017,ICICIGI.NS,
ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI,EQ,INE726G01019,ICICIPRULI.NS,
ICICI Securities Ltd.,Financial Services,ISEC,EQ,INE763G01038,ISEC.NS,
IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015,IDBI.NS,
IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019,IDFCFIRSTB.NS,
IDFC Ltd.,Financial Services,IDFC,EQ,INE043D01016,IDFC.NS,
IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024,IIFL.NS,
IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022,IRB.NS,
IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021,IRCON.NS,
ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025,ITC.NS,
ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017,ITI.NS,
India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012,INDIACEM.NS,
Indiabulls Housing Finance Ltd.,Financial Services,IBULHSGFIN,EQ,INE148I01020,IBULHSGFIN.NS,
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016,INDIAMART.NS,
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,INDIANB.NS,
Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020,IEX.NS,
Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029,INDHOTEL.NS,
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010,IOC.NS,
Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,IOB.NS,
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020,IRCTC.NS,
Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010,IRFC.NS,
Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS,EQ,INE09VQ01012,INDIGOPNTS.NS,
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027,IGL.NS,
Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017,INDUSTOWER.NS,
IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012,INDUSINDBK.NS,
Infibeam Avenues Ltd.,Financial Services,INFIBEAM,EQ,INE483S01020,INFIBEAM.NS,
Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01024,NAUKRI.NS,
Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021,INFY.NS,
Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND,EQ,INE177A01018,INGERRAND.NS,
Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017,INTELLECT.NS,
InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027,INDIGO.NS,
Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038,IPCALAB.NS,
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036,JBCHEPHARM.NS,
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,JKCEMENT.NS,
JBM Auto Ltd.,Automobile and Auto Components,JBMA,BE,INE927D01044,JBMA.NS,
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032,JKLAKSHMI.NS,
JK Paper Ltd.,Forest Materials,JKPAPER,EQ,INE789E01012,JKPAPER.NS,
JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023,JMFINANCIL.NS,
JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,JSWENERGY.NS,
JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038,JSWSTEEL.NS,
Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO,EQ,INE039C01032,JAMNAAUTO.NS,
Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01024,JINDALSAW.NS,
Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021,JSL.NS,
Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030,JINDALSTEL.NS,
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,JUBLFOOD.NS,
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,JUBLINGREA.NS,
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,JUBLPHARMA.NS,
Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,JUSTDIAL.NS,
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,JYOTHYLAB.NS,
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,KPRMILL.NS,
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,KEI.NS,
KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,KNRCON.NS,
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,KPITTECH.NS,
KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,KRBL.NS,
KSB Ltd.,Capital Goods,KSB,EQ,INE999A01015,KSB.NS,
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036,KAJARIACER.NS,
Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022,KPIL.NS,
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,KALYANKJIL.NS,
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024,KANSAINER.NS,
